USER_ID,EDAD,GENERO,CIUDAD,NOMBRE,APELLIDO,ESTADO_CIVIL,EMAIL,TELEFONO,VIGENCIA_DESDE,VIGENCIA_HASTA,Cedula,MARCA,MODELO,PUERTAS,TIPO,PRECIO,ANO,KILOMETRAJE,PRECIO_POLIZA,CARRO
5970,49,MASCULINO,Cali,MIGUEL,ORTEGA,SOLTERO,miguel.ortega26@workmail.com,3184122259,2018-12-24 10:00:00,2024-02-02 09:30:00,81.637.802,Volkswagen,Gol,4,Hatchback,34000000,2018,45685,3700000,Volkswagen Gol 2018
5971,33,FEMENINO,Soledad,ANA MARIA,MORENO,CASADO,anamaria.moreno98@workmail.com,3182598643,2019-01-08 03:30:00,2023-12-18 02:30:00,65.143.332,Kia,Cerato,4,Sedan,68000000,2016,83305,5400000,Kia Cerato 2016
5972,59,MASCULINO,Soacha,JOSE ANGEL,PARRA,CASADO,joseangel.parra57@workmail.com,3154110990,2019-06-08 15:30:00,2024-03-24 21:30:00,69.578.626,Volkswagen,Amarok,4,Camioneta,91500000,2013,132626,6575000,Volkswagen Amarok 2013
5973,24,FEMENINO,Manizales,MARIA NIEVES,LOPEZ,SOLTERO,marianieves.lopez45@workmail.com,3109688931,2019-05-08 02:00:00,2024-01-10 06:00:00,63.007.350,Volkswagen,Gol,4,Hatchback,32500000,2015,62271,3625000,Volkswagen Gol 2015
5974,40,MASCULINO,Soledad,XAVIER,CRUZ,SOLTERO,xavier.cruz26@workmail.com,3106795262,2019-02-17 03:00:00,2024-02-10 19:30:00,75.905.008,Renault,Twingo,2,Hatchback,18000000,2012,202449,2900000,Renault Twingo 2012
5975,57,MASCULINO,Soacha,ADRIAN,MOLINA,SOLTERO,adrian.molina88@workmail.com,3003682684,2019-02-15 00:30:00,2024-03-12 06:30:00,62.367.438,Volkswagen,Beetle,4,Hatchback,78000000,2016,92383,5900000,Volkswagen Beetle 2016
5976,41,FEMENINO,Barrancabermeja,CARLA,FLORES,CASADO,carla.flores88@workmail.com,3159379576,2019-02-27 15:30:00,2024-05-16 12:00:00,58.984.977,Volkswagen,Jetta,4,Sedan,83500000,2017,62475,6175000,Volkswagen Jetta 2017
5977,43,MASCULINO,Piedecuesta,AITOR,MARTIN,CASADO,aitor.martin86@workmail.com,3052488962,2018-12-22 07:30:00,2024-06-08 15:30:00,66.416.531,Renault,Duster,4,Camioneta,42500000,2015,86747,4125000,Renault Duster 2015
5978,47,MASCULINO,Manizales,JULIAN,PASTOR,CASADO,julian.pastor48@workmail.com,3103960902,2019-02-04 12:00:00,2024-02-04 12:00:00,60.014.956,Kia,Picanto,4,Hatchback,30500000,2015,112498,3525000,Kia Picanto 2015
5979,48,MASCULINO,Valledupar,MARTIN,REYES,SOLTERO,martin.reyes06@workmail.com,3207800723,2019-01-18 16:00:00,2024-06-08 15:30:00,65.187.674,Mazda,CX5,4,Camioneta,118500000,2017,67339,7925000,Mazda CX5 2017
5980,34,FEMENINO,Neiva,INES,MOLINA,SOLTERO,ines.molina98@workmail.com,3162476724,2019-02-08 17:00:00,2024-02-06 14:30:00,74.860.987,Kia,Rio,4,Hatchback,46500000,2013,171338,4325000,Kia Rio 2013
5981,32,FEMENINO,Cali,CATALINA,HERRERA,SOLTERO,catalina.herrera88@workmail.com,3103073602,2019-04-19 03:30:00,2024-03-03 20:30:00,51.119.911,Toyota,Prado,4,Camioneta,239500000,2019,25121,13975000,Toyota Prado 2019
5982,57,FEMENINO,Cali,PILAR,MENDEZ,SOLTERO,pilar.mendez66@workmail.com,3206409514,2019-04-14 22:30:00,2024-03-10 04:00:00,59.539.084,Nissan,Pathfinder,4,Camioneta,128500000,2017,59902,8425000,Nissan Pathfinder 2017
5983,41,MASCULINO,Barrancabermeja,RICARDO,BENITEZ,CASADO,ricardo.benitez87@workmail.com,3157975590,2019-04-19 03:30:00,2024-05-01 18:30:00,86.521.338,Ford,EcoSport,4,Camioneta,68000000,2016,96365,5400000,Ford EcoSport 2016
5984,35,MASCULINO,Manizales,MARIO,SANCHEZ,SOLTERO,mario.sanchez77@workmail.com,3118013719,2019-05-18 14:30:00,2024-04-29 16:00:00,57.802.889,Renault,Sandero,4,Hatchback,38000000,2016,64768,3900000,Renault Sandero 2016
5986,50,MASCULINO,Pitalito,EMILIO,PEÑA,CASADO,emilio.peña66@workmail.com,3209261936,2019-04-29 16:00:00,2024-03-01 18:00:00,75.257.715,Renault,Sandero,4,Hatchback,38000000,2016,95494,3900000,Renault Sandero 2016
5987,39,MASCULINO,Zipaquira,JOSE FRANCISCO,TORRES,CASADO,josefrancisco.torres86@workmail.com,3054429823,2019-01-01 20:00:00,2024-06-14 23:00:00,68.972.218,Kia,Cerato,4,Sedan,67500000,2015,70243,5375000,Kia Cerato 2015
5988,52,MASCULINO,Giron,ANGEL,CRUZ,SOLTERO,angel.cruz36@workmail.com,3008815623,2019-04-08 15:00:00,2024-05-27 00:30:00,83.333.585,Toyota,4Runner,4,Camioneta,179000000,2018,49142,10950000,Toyota 4Runner 2018
5989,49,MASCULINO,Jamundi,JOSE MIGUEL,SAEZ,CASADO,josemiguel.saez05@workmail.com,3108445135,2019-06-21 06:30:00,2024-02-25 13:00:00,68.122.358,Mazda,Seis,4,Sedan,107000000,2014,100929,7350000,Mazda Seis 2014
5990,30,MASCULINO,Uribia,MARTIN,IGLESIAS,CASADO,martin.iglesias67@workmail.com,3201656839,2019-05-01 18:30:00,2024-06-19 04:00:00,89.237.800,Toyota,Corolla,4,Sedan,73500000,2013,135672,5675000,Toyota Corolla 2013
5991,48,FEMENINO,Soacha,CARMEN,GIMENEZ,CASADO,carmen.gimenez57@workmail.com,3102478476,2019-01-12 08:30:00,2024-06-21 06:30:00,74.449.268,Kia,Rio,4,Hatchback,45000000,2010,191836,4250000,Kia Rio 2010
5992,56,FEMENINO,Maicao,MARIA TERESA,SUAREZ,CASADO,mariateresa.suarez77@workmail.com,3018055048,2019-02-10 19:30:00,2024-03-10 04:00:00,67.426.884,Renault,Sandero,4,Hatchback,38500000,2017,90407,3925000,Renault Sandero 2017
5993,51,FEMENINO,Monteria,LUISA,GIL,CASADO,luisa.gil36@workmail.com,3157623153,2019-02-02 09:30:00,2024-06-12 20:30:00,50.783.251,Renault,Logan,4,Sedan,40500000,2015,105237,4025000,Renault Logan 2015
5994,52,FEMENINO,Ipiales,MARIA JESUS,CARMONA,SOLTERO,mariajesus.carmona68@workmail.com,3156407347,2018-12-26 12:30:00,2024-01-08 03:30:00,68.321.113,Volkswagen,Amarok,4,Camioneta,93000000,2016,85552,6650000,Volkswagen Amarok 2016
5995,22,MASCULINO,Barrancabermeja,JORGE,CALVO,SOLTERO,jorge.calvo25@workmail.com,3113596905,2019-04-23 08:30:00,2024-01-27 02:00:00,71.354.243,Mazda,Tres,4,Sedan,71500000,2013,100776,5575000,Mazda Tres 2013
5996,32,FEMENINO,Bogota,MARIA VICTORIA,GIL,SOLTERO,mariavictoria.gil16@workmail.com,3157794914,2018-12-24 10:00:00,2024-03-27 00:00:00,51.331.360,Volkswagen,Amarok,4,Camioneta,91000000,2012,74605,6550000,Volkswagen Amarok 2012
5997,32,FEMENINO,Fusagasuga,LUISA,MENDEZ,SOLTERO,luisa.mendez46@workmail.com,3058737899,2019-03-27 00:00:00,2024-02-23 10:30:00,76.044.827,Chevrolet,Captiva,4,Camioneta,80500000,2015,113330,6025000,Chevrolet Captiva 2015
5998,34,FEMENINO,Manizales,TERESA,SANZ,CASADO,teresa.sanz36@workmail.com,3003685825,2019-06-19 04:00:00,2024-02-23 10:30:00,63.824.807,Kia,Rio,4,Hatchback,47500000,2015,63563,4375000,Kia Rio 2015
5999,48,MASCULINO,Maicao,JORDI,GALLARDO,CASADO,jordi.gallardo15@workmail.com,3159995700,2019-06-25 11:30:00,2024-05-31 05:30:00,78.998.646,Kia,Picanto,4,Hatchback,30000000,2014,129975,3500000,Kia Picanto 2014
6000,30,MASCULINO,Cucuta,JUAN ANTONIO,SANZ,CASADO,juanantonio.sanz56@workmail.com,3208331507,2019-02-08 17:00:00,2024-05-31 05:30:00,67.052.675,Toyota,Fortuner,4,Camioneta,136500000,2013,118431,8825000,Toyota Fortuner 2013
6001,35,FEMENINO,Tierralta,INMACULADA,CANO,CASADO,inmaculada.cano58@workmail.com,3107394341,2019-02-17 03:00:00,2024-03-10 04:00:00,60.420.540,Kia,Cerato,4,Sedan,66000000,2012,91210,5300000,Kia Cerato 2012
6002,41,MASCULINO,Cucuta,MARIO,CORTES,SOLTERO,mario.cortes26@workmail.com,3203729655,2019-05-16 12:00:00,2024-01-22 21:00:00,73.874.685,Volkswagen,Jetta,4,Sedan,83000000,2016,75496,6150000,Volkswagen Jetta 2016
6003,47,MASCULINO,Bucaramanga,JUAN ANTONIO,CAMPOS,SOLTERO,juanantonio.campos46@workmail.com,3118110036,2019-01-31 07:00:00,2024-06-21 06:30:00,71.238.082,Renault,Sandero,4,Hatchback,39000000,2018,49504,3950000,Renault Sandero 2018
6004,47,FEMENINO,Popayan,LORENA,ESTEBAN,CASADO,lorena.esteban96@workmail.com,3158581011,2019-03-18 14:00:00,2024-05-01 18:30:00,67.269.476,Ford,EcoSport,4,Camioneta,67000000,2014,132942,5350000,Ford EcoSport 2014
6005,33,MASCULINO,nan,LUIS,SANTIAGO,CASADO,luis.santiago47@workmail.com,3207245975,2018-12-18 02:30:00,2024-01-06 01:00:00,81.327.197,Volkswagen,Amarok,4,Camioneta,92000000,2014,91959,6600000,Volkswagen Amarok 2014
6006,48,MASCULINO,Facatativa,GUILLERMO,GALLARDO,SOLTERO,guillermo.gallardo95@workmail.com,3154100124,2019-06-04 10:30:00,2024-05-31 05:30:00,51.897.192,Mazda,Tres,4,Sedan,70500000,2011,219255,5525000,Mazda Tres 2011
6007,42,FEMENINO,Neiva,MARINA,MARTIN,CASADO,marina.martin86@workmail.com,3164104391,2019-01-29 04:30:00,2024-05-08 02:00:00,79.101.658,Toyota,Fortuner,4,Camioneta,138000000,2016,111277,8900000,Toyota Fortuner 2016
6008,57,MASCULINO,Florencia,DIEGO,SANZ,CASADO,diego.sanz16@workmail.com,3007611565,2019-03-20 16:30:00,2024-05-10 04:30:00,54.712.603,Volkswagen,Beetle,4,Hatchback,78000000,2016,67113,5900000,Volkswagen Beetle 2016
6009,25,FEMENINO,Turbo,DOLORES,MORENO,SOLTERO,dolores.moreno28@workmail.com,3002315011,2018-12-20 05:00:00,2024-02-04 12:00:00,63.007.138,Nissan,Pathfinder,4,Camioneta,128000000,2016,71702,8400000,Nissan Pathfinder 2016
6010,27,MASCULINO,Popayan,RAUL,CASTRO,CASADO,raul.castro76@workmail.com,3013460641,2019-01-18 16:00:00,2024-06-21 06:30:00,56.727.268,Ford,Explorer,4,Camioneta,177000000,2014,150985,10850000,Ford Explorer 2014
6011,29,MASCULINO,Garzon,FERNANDO,SANTIAGO,CASADO,fernando.santiago47@workmail.com,3006626854,2019-02-08 17:00:00,2024-06-21 06:30:00,72.053.345,Kia,Sorento,4,Camioneta,128000000,2016,95839,8400000,Kia Sorento 2016
6012,30,MASCULINO,Bogota,JOAQUIN,RODRIGUEZ,SOLTERO,joaquin.rodriguez26@workmail.com,3208667173,2019-05-18 14:30:00,2024-04-29 16:00:00,88.269.545,Mazda,Seis,4,Sedan,108000000,2016,66767,7400000,Mazda Seis 2016
6013,36,MASCULINO,Cali,JAIME,VEGA,CASADO,jaime.vega66@workmail.com,3106206620,2019-01-27 02:00:00,2024-05-18 14:30:00,72.164.957,Volkswagen,Beetle,4,Hatchback,76000000,2012,168436,5800000,Volkswagen Beetle 2012
6014,51,MASCULINO,Riohacha,JOAN,PASTOR,CASADO,joan.pastor58@workmail.com,3151755083,2019-04-29 16:00:00,2024-06-14 23:00:00,68.654.567,Mazda,BT-50,4,Camioneta,8000000,2014,89696,2400000,Mazda BT-50 2014
6015,24,MASCULINO,Tierralta,VICTOR,HERNANDEZ,SOLTERO,victor.hernandez77@workmail.com,3157338855,2019-04-23 08:30:00,2024-04-12 20:00:00,70.095.019,Ford,EcoSport,4,Camioneta,64500000,2009,205909,5225000,Ford EcoSport 2009
6016,43,FEMENINO,Jamundi,CARLA,CORTES,CASADO,carla.cortes86@workmail.com,3117271529,2018-12-24 10:00:00,2024-06-02 08:00:00,55.282.857,Volkswagen,Amarok,4,Camioneta,91000000,2012,149200,6550000,Volkswagen Amarok 2012
6017,30,MASCULINO,Villa del Rosario,JOSE LUIS,MORALES,SOLTERO,joseluis.morales05@workmail.com,3152007183,2019-04-25 11:00:00,2024-03-24 21:30:00,85.277.620,Ford,EcoSport,4,Camioneta,68000000,2016,84297,5400000,Ford EcoSport 2016
6018,45,FEMENINO,Manizales,MARIA NIEVES,HERNANDEZ,SOLTERO,marianieves.hernandez27@workmail.com,3004449574,2019-04-04 10:00:00,2024-05-20 17:00:00,86.880.508,Toyota,4Runner,4,Camioneta,176500000,2013,152260,10825000,Toyota 4Runner 2013
6019,28,MASCULINO,Valledupar,SANTIAGO,CRUZ,CASADO,santiago.cruz66@workmail.com,3183063757,2019-06-08 15:30:00,2024-01-24 23:30:00,85.653.700,Volkswagen,Jetta,4,Sedan,83500000,2017,76164,6175000,Volkswagen Jetta 2017
6020,46,MASCULINO,Magangue,IGNACIO,MORENO,SOLTERO,ignacio.moreno38@workmail.com,3207606178,2019-04-04 10:00:00,2024-03-05 23:00:00,82.486.671,Mazda,Tres,4,Sedan,72500000,2015,111056,5625000,Mazda Tres 2015
6021,36,FEMENINO,Tierralta,MARIA,ESTEBAN,CASADO,maria.esteban86@workmail.com,3184294844,2019-05-31 05:30:00,2024-05-12 07:00:00,81.848.922,Kia,Rio,4,Hatchback,48500000,2017,76231,4425000,Kia Rio 2017
6022,28,FEMENINO,Malambo,ALICIA,SANTIAGO,SOLTERO,alicia.santiago67@workmail.com,3153771656,2019-04-02 07:30:00,2024-04-29 16:00:00,72.176.632,Toyota,Corolla,4,Sedan,74500000,2015,121119,5725000,Toyota Corolla 2015
6023,55,FEMENINO,Popayan,NURIA,ALONSO,SOLTERO,nuria.alonso08@workmail.com,3209992773,2019-05-29 03:00:00,2024-01-31 07:00:00,51.874.305,Renault,Sandero,4,Hatchback,40000000,2020,4646,4000000,Renault Sandero 2020
6024,40,MASCULINO,Caucasia,ALBERT,VEGA,CASADO,albert.vega46@workmail.com,3017493592,2019-03-22 19:00:00,2024-05-08 02:00:00,54.007.491,Mazda,Seis,4,Sedan,108500000,2017,56396,7425000,Mazda Seis 2017
6025,50,MASCULINO,Pasto,IKER,ESTEBAN,SOLTERO,iker.esteban96@workmail.com,3054782091,2019-05-27 00:30:00,2024-01-14 11:00:00,73.269.511,Renault,Duster,4,Camioneta,42500000,2015,93355,4125000,Renault Duster 2015
6026,18,MASCULINO,Valledupar,ALFREDO,SANCHEZ,SOLTERO,alfredo.sanchez77@workmail.com,3204742470,2019-02-02 09:30:00,2024-01-20 18:30:00,50.699.503,Kia,Rio,4,Hatchback,50000000,2020,239,4500000,Kia Rio 2020
6027,30,FEMENINO,Valledupar,MARIA CARMEN,GUTIERREZ,SOLTERO,mariacarmen.gutierrez76@workmail.com,3102216822,2019-02-10 19:30:00,2023-12-20 05:00:00,50.542.994,Kia,Picanto,4,Hatchback,31000000,2016,83985,3550000,Kia Picanto 2016
6028,38,FEMENINO,Lorica,CONSUELO,MARTINEZ,SOLTERO,consuelo.martinez78@workmail.com,3204852412,2018-12-26 12:30:00,2024-02-25 13:00:00,88.036.580,Volkswagen,Amarok,4,Camioneta,90500000,2011,113124,6525000,Volkswagen Amarok 2011
6029,24,MASCULINO,Garzon,MARTIN,MORALES,SOLTERO,martin.morales45@workmail.com,3007242496,2019-06-08 15:30:00,2024-02-15 00:30:00,61.758.622,Kia,Sorento,4,Camioneta,128000000,2016,91976,8400000,Kia Sorento 2016
6030,45,FEMENINO,Buenaventura,SANDRA,HIDALGO,CASADO,sandra.hidalgo46@workmail.com,3203964812,2019-01-12 08:30:00,2024-05-20 17:00:00,56.106.878,Ford,EcoSport,4,Camioneta,67000000,2014,148713,5350000,Ford EcoSport 2014
6031,24,FEMENINO,Armenia,LUISA,HERNANDEZ,CASADO,luisa.hernandez27@workmail.com,3056605947,2018-12-20 05:00:00,2024-02-27 15:30:00,50.046.859,Mazda,CX5,4,Camioneta,119000000,2018,63770,7950000,Mazda CX5 2018
6032,37,MASCULINO,San Andres de Tumaco,JOSE MANUEL,LOPEZ,CASADO,josemanuel.lopez45@workmail.com,3002430634,2019-05-22 19:30:00,2024-05-22 19:30:00,89.224.902,Mazda,BT-50,4,Camioneta,9500000,2017,63381,2475000,Mazda BT-50 2017
6033,33,MASCULINO,Manizales,JUAN FRANCISCO,DURAN,SOLTERO,juanfrancisco.duran45@workmail.com,3113830729,2019-01-03 22:30:00,2024-04-21 06:00:00,64.588.969,Toyota,Hilux,4,Camioneta,137000000,2014,140394,8850000,Toyota Hilux 2014
6035,45,MASCULINO,Itagui,MANUEL,HIDALGO,SOLTERO,manuel.hidalgo56@workmail.com,3004762730,2019-03-01 18:00:00,2024-01-03 22:30:00,78.962.199,Ford,Fiesta,4,Hatchback,58000000,2016,85432,4900000,Ford Fiesta 2016
6036,40,FEMENINO,Palmira,ALEJANDRA,DIEZ,CASADO,alejandra.diez27@workmail.com,3052842978,2019-05-05 23:30:00,2024-06-23 09:00:00,81.400.951,Mazda,CX5,4,Camioneta,117500000,2015,109693,7875000,Mazda CX5 2015
6037,42,FEMENINO,Manizales,ANA BELEN,MOLINA,SOLTERO,anabelen.molina88@workmail.com,3011228732,2019-03-18 14:00:00,2024-01-31 07:00:00,86.872.291,Renault,Sandero,4,Hatchback,36000000,2012,157660,3800000,Renault Sandero 2012
6038,33,FEMENINO,Apartado,YOLANDA,GALLARDO,CASADO,yolanda.gallardo95@workmail.com,3208886237,2019-05-03 21:00:00,2024-03-10 04:00:00,75.132.062,Nissan,Frontier,4,Camioneta,66500000,2013,179480,5325000,Nissan Frontier 2013
6039,37,MASCULINO,Ibague,ALVARO,RAMIREZ,SOLTERO,alvaro.ramirez27@workmail.com,3105400508,2019-01-14 11:00:00,2024-02-17 03:00:00,54.382.595,Kia,Sportage,4,Camioneta,83500000,2011,230178,6175000,Kia Sportage 2011
6040,37,FEMENINO,Buenaventura,LUISA,BENITEZ,CASADO,luisa.benitez17@workmail.com,3188752747,2019-02-04 12:00:00,2024-04-29 16:00:00,67.276.288,Mazda,Seis,4,Sedan,106500000,2013,88682,7325000,Mazda Seis 2013
6041,54,MASCULINO,Cienaga,JUAN ANTONIO,DIAZ,CASADO,juanantonio.diaz06@workmail.com,3105007451,2019-02-25 13:00:00,2024-06-12 20:30:00,58.962.351,Kia,Picanto,4,Hatchback,29000000,2012,222357,3450000,Kia Picanto 2012
6042,27,MASCULINO,Uribia,SEBASTIAN,CANO,SOLTERO,sebastian.cano88@workmail.com,3203488172,2019-05-20 17:00:00,2024-05-14 09:30:00,70.935.842,Ford,Escape,4,Camioneta,88000000,2016,70686,6400000,Ford Escape 2016
6043,41,MASCULINO,Floridablanca,PEDRO,GOMEZ,SOLTERO,pedro.gomez67@workmail.com,3104256251,2019-02-23 10:30:00,2024-04-06 12:30:00,61.876.319,Volkswagen,Amarok,4,Camioneta,89500000,2009,132110,6475000,Volkswagen Amarok 2009
6044,29,MASCULINO,Palmira,ISMAEL,PASTOR,CASADO,ismael.pastor48@workmail.com,3185096204,2019-03-03 20:30:00,2024-01-18 16:00:00,61.557.071,Volkswagen,Amarok,4,Camioneta,92500000,2015,127593,6625000,Volkswagen Amarok 2015
6045,36,FEMENINO,Lorica,CLAUDIA,ROJAS,CASADO,claudia.rojas48@workmail.com,3019195709,2019-05-29 03:00:00,2024-06-25 11:30:00,65.391.081,Volkswagen,Beetle,4,Hatchback,77500000,2015,108774,5875000,Volkswagen Beetle 2015
6046,26,MASCULINO,nan,CESAR,VELASCO,SOLTERO,cesar.velasco48@workmail.com,3017997461,2019-06-04 10:30:00,2024-06-17 01:30:00,71.129.889,Nissan,Pathfinder,4,Camioneta,127500000,2015,128056,8375000,Nissan Pathfinder 2015
6047,37,FEMENINO,Manaure,CONSUELO,CARMONA,CASADO,consuelo.carmona08@workmail.com,3109430866,2019-06-06 13:00:00,2024-04-21 06:00:00,58.086.361,Kia,Rio,4,Hatchback,46500000,2013,147617,4325000,Kia Rio 2013
6048,40,MASCULINO,Valledupar,JOSE FRANCISCO,GIL,CASADO,josefrancisco.gil66@workmail.com,3057743135,2019-02-12 22:00:00,2024-01-20 18:30:00,78.361.592,Chevrolet,Captiva,4,Camioneta,80000000,2014,112451,6000000,Chevrolet Captiva 2014
6049,35,FEMENINO,Valledupar,ENCARNACION,MEDINA,CASADO,encarnacion.medina65@workmail.com,3106872777,2019-01-20 18:30:00,2023-12-24 10:00:00,86.849.282,Chevrolet,Aveo,4,Sedan,23500000,2017,55536,3175000,Chevrolet Aveo 2017
6050,42,MASCULINO,Soledad,MARTIN,FERNANDEZ,CASADO,martin.fernandez15@workmail.com,3017004152,2019-04-12 20:00:00,2024-03-29 02:30:00,84.094.110,Renault,Logan,4,Sedan,40000000,2014,129150,4000000,Renault Logan 2014
6051,50,FEMENINO,Valledupar,ANA ISABEL,DOMINGUEZ,SOLTERO,anaisabel.dominguez05@workmail.com,3015863201,2019-02-08 17:00:00,2024-05-08 02:00:00,68.610.567,Nissan,Pathfinder,4,Camioneta,128500000,2017,72815,8425000,Nissan Pathfinder 2017
6052,33,FEMENINO,Manaure,OLGA,HERRERO,CASADO,olga.herrero67@workmail.com,3003859180,2019-03-16 11:30:00,2024-05-01 18:30:00,53.788.848,Mazda,Tres,4,Sedan,73000000,2016,89698,5650000,Mazda Tres 2016
6053,32,MASCULINO,Fusagasuga,SAMUEL,BLANCO,CASADO,samuel.blanco77@workmail.com,3115904898,2019-04-17 01:00:00,2024-03-03 20:30:00,58.914.070,Ford,Fiesta,4,Hatchback,56500000,2013,204089,4825000,Ford Fiesta 2013
6054,40,FEMENINO,Medellin,AINHOA,DIEZ,CASADO,ainhoa.diez27@workmail.com,3166871672,2019-04-29 16:00:00,2024-05-18 14:30:00,61.112.708,Renault,Sandero,4,Hatchback,38000000,2016,96480,3900000,Renault Sandero 2016
6055,39,MASCULINO,Monteria,JOSE CARLOS,HERRERO,SOLTERO,josecarlos.herrero27@workmail.com,3168934412,2019-04-27 13:30:00,2024-01-10 06:00:00,75.000.288,Mazda,Allegro,4,Sedan,12000000,2014,99673,2600000,Mazda Allegro 2014
6056,45,MASCULINO,Villa del Rosario,JOSEP,RUBIO,CASADO,josep.rubio88@workmail.com,3113046076,2019-05-16 12:00:00,2024-05-24 22:00:00,54.900.136,Kia,Rio,4,Hatchback,46000000,2012,160701,4300000,Kia Rio 2012
6057,37,FEMENINO,Cartago,MARIA SOLEDAD,GALLARDO,CASADO,mariasoledad.gallardo55@workmail.com,3181960968,2019-05-08 02:00:00,2024-02-06 14:30:00,53.300.734,Nissan,Pathfinder,4,Camioneta,128000000,2016,91250,8400000,Nissan Pathfinder 2016
6058,30,FEMENINO,Yumbo,SANDRA,CANO,SOLTERO,sandra.cano68@workmail.com,3001873348,2019-04-12 20:00:00,2024-03-18 14:00:00,63.510.957,Renault,Logan,4,Sedan,40000000,2014,141627,4000000,Renault Logan 2014
6059,39,MASCULINO,Barranquilla,ANDRES,VIDAL,CASADO,andres.vidal55@workmail.com,3208673154,2019-01-31 07:00:00,2024-05-18 14:30:00,54.551.988,Volkswagen,Beetle,4,Hatchback,78500000,2017,82812,5925000,Volkswagen Beetle 2017
6060,48,MASCULINO,Riohacha,JOSE,DIEZ,CASADO,jose.diez37@workmail.com,3102449627,2019-01-12 08:30:00,2023-12-22 07:30:00,53.584.776,Kia,Picanto,4,Hatchback,29500000,2013,105040,3475000,Kia Picanto 2013
6061,37,MASCULINO,Uribia,MOHAMED,BENITEZ,SOLTERO,mohamed.benitez77@workmail.com,3181316873,2019-03-18 14:00:00,2024-01-16 13:30:00,64.414.321,Mazda,CX5,4,Camioneta,117500000,2015,87854,7875000,Mazda CX5 2015
6062,25,FEMENINO,Villa del Rosario,ESTHER,SANTOS,SOLTERO,esther.santos88@workmail.com,3057310127,2019-01-24 23:30:00,2023-12-24 10:00:00,72.221.428,Kia,Rio,4,Hatchback,47500000,2015,71851,4375000,Kia Rio 2015
6063,55,FEMENINO,Quibdo,NURIA,PASCUAL,SOLTERO,nuria.pascual25@workmail.com,3169314688,2019-04-08 15:00:00,2024-01-27 02:00:00,85.838.714,Mazda,Allegro,4,Sedan,12000000,2014,131070,2600000,Mazda Allegro 2014
6064,28,MASCULINO,Sogamoso,SEBASTIAN,GALLEGO,CASADO,sebastian.gallego28@workmail.com,3163436070,2019-01-10 06:00:00,2024-05-16 12:00:00,71.909.264,Toyota,Fortuner,4,Camioneta,137000000,2014,98191,8850000,Toyota Fortuner 2014
6065,33,FEMENINO,Zipaquira,CELIA,DURAN,SOLTERO,celia.duran45@workmail.com,3167441307,2019-05-12 07:00:00,2024-03-18 14:00:00,89.439.034,Toyota,4Runner,4,Camioneta,178500000,2017,80942,10925000,Toyota 4Runner 2017
6066,44,FEMENINO,Fusagasuga,ROSA,FLORES,CASADO,rosa.flores38@workmail.com,3109634174,2018-12-30 17:30:00,2024-05-24 22:00:00,54.744.629,Mazda,BT-50,4,Camioneta,9000000,2016,106684,2450000,Mazda BT-50 2016
6067,65,FEMENINO,Sabanalarga,MARIA VICTORIA,DIAZ,SOLTERO,mariavictoria.diaz76@workmail.com,3015460930,2019-01-14 11:00:00,2024-01-29 04:30:00,59.784.036,Toyota,Corolla,4,Sedan,74500000,2015,96137,5725000,Toyota Corolla 2015
6068,34,FEMENINO,Valledupar,LUISA,DURAN,CASADO,luisa.duran55@workmail.com,3151449015,2019-03-10 04:00:00,2024-05-31 05:30:00,75.460.871,Ford,Ranger,4,Camioneta,117500000,2015,107380,7875000,Ford Ranger 2015
6070,60,FEMENINO,Valledupar,PAULA,SUAREZ,CASADO,paula.suarez87@workmail.com,3003332648,2019-05-20 17:00:00,2024-05-10 04:30:00,62.522.740,Kia,Cerato,4,Sedan,66500000,2013,156542,5325000,Kia Cerato 2013
6071,48,FEMENINO,Manizales,ESTHER,CABALLERO,CASADO,esther.caballero25@workmail.com,3008615229,2019-02-27 15:30:00,2024-03-14 09:00:00,58.389.279,Renault,Sandero,4,Hatchback,38000000,2016,83696,3900000,Renault Sandero 2016
6072,43,MASCULINO,Itagui,JOSE MIGUEL,CALVO,SOLTERO,josemiguel.calvo55@workmail.com,3155147507,2019-05-22 19:30:00,2024-02-15 00:30:00,60.690.709,Renault,Twingo,2,Hatchback,20000000,2016,75808,3000000,Renault Twingo 2016
6073,32,FEMENINO,Lorica,INES,MUÑOZ,CASADO,ines.muñoz48@workmail.com,3152306215,2019-03-12 06:30:00,2024-02-06 14:30:00,70.731.553,Nissan,March,4,Hatchback,42500000,2015,109119,4125000,Nissan March 2015
6074,22,MASCULINO,Neiva,RICARDO,HERRERO,CASADO,ricardo.herrero67@workmail.com,3163430169,2019-04-06 12:30:00,2023-12-30 17:30:00,83.522.527,Volkswagen,Gol,4,Hatchback,34000000,2018,44952,3700000,Volkswagen Gol 2018
6075,44,FEMENINO,Neiva,MARIA CONCEPCION,ORTIZ,CASADO,mariaconcepcion.ortiz88@workmail.com,3154801496,2019-03-08 01:30:00,2024-06-29 16:30:00,65.341.348,Kia,Sorento,4,Camioneta,128000000,2016,66880,8400000,Kia Sorento 2016
6076,48,FEMENINO,Jamundi,SILVIA,DURAN,CASADO,silvia.duran15@workmail.com,3055609267,2019-01-31 07:00:00,2024-01-10 06:00:00,85.857.484,Ford,Explorer,4,Camioneta,177500000,2015,79913,10875000,Ford Explorer 2015
